City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,ust-nera,64.5667,143.2,-43.64,98,71,1.29,RU,1706182740
282,muhos,64.808,25.9931,-6.12,98,90,1.3,FI,1677382740
283,ostersund,63.1792,14.6357,-6.33,100,100,19.67,SE,1673782740
284,sorland,67.667,12.6934,6.92,86,100,10.54,NO,1673782740
285,gao,16.6362,1.637,27.38,15,16,5.61,ML,1670182740
286,haines junction,60.7522,-137.5108,-20.03,77,30,0.51,CA,1644982740
287,san andres,12.5847,-81.7006,30.01,70,20,5.66,CO,1652182740
288,kolyvan,55.3053,82.7391,-27.21,99,21,1.72,RU,1695382740
289,baruun-urt,46.6806,113.2792,-22.0,88,4,3.56,MN,1698982740
290,calabozo,8.9242,-67.4293,29.53,56,100,1.4,VE,1655782740
291,whitehorse,60.7161,-135.0538,-5.57,85,75,1.03,CA,1644982740
292,iquique,-20.2208,-70.1431,21.02,66,17,3.15,CL,1659382740
293,brae,60.3964,-1.353,5.27,65,89,2.96,GB,1670182740
294,mildura,-34.2,142.15,16.15,77,100,7.62,AU,1709782740
295,west bay,19.3667,-81.4167,29.48,57,20,7.2,KY,1652182740
296,bloomfield,40.8068,-74.1854,8.71,44,0,2.57,US,1652182740
297,abu samrah,35.3029,37.1841,12.98,70,0,2.05,SY,1677382740
298,constitucion,-35.3333,-72.4167,19.97,55,4,7.81,CL,1659382740
299,san luis,-33.295,-66.3356,33.36,17,40,2.53,AR,1659382740
300,port blair,11.6667,92.75,27.14,78,100,5.04,IN,1689982740
301,teluk nibung,3.001,99.8164,24.01,93,100,1.54,ID,1695382740
302,chicama,-7.8447,-79.1469,20.3,59,1,4.56,PE,1652182740
303,vila velha,-20.3297,-40.2925,22.97,98,40,3.6,BR,1659382740
304,padang,-0.9492,100.3543,24.33,87,100,1.51,ID,1695382740
305,altamont,42.2068,-121.7372,3.77,83,100,3.6,US,1641382740
306,nyurba,63.2842,118.3319,-11.29,89,100,7.43,RU,1702582740
307,korla,41.7597,86.1469,-6.4,35,40,1.39,CN,1698982740
308,predivinsk,57.0669,93.4378,-23.51,100,23,0.84,RU,1695382740
309,tiksi,71.6872,128.8694,-21.24,96,100,4.06,RU,1702582740
310,jiaohe,43.7286,127.3447,-16.65,91,7,1.58,CN,1698982740
311,komsomolskiy,40.4272,71.7189,2.4,87,75,3.09,UZ,1688182740
312,buala,-8.145,159.5921,26.88,81,100,3.2,SB,1709782740
313,winnemucca,40.973,-117.7357,5.03,87,75,5.14,US,1641382740
314,mocuba,-16.8392,36.9856,24.78,80,2,1.18,MZ,1677382740
315,lochem,52.1592,6.4111,2.79,92,100,5.07,NL,1673782740
316,shingu,33.7333,135.9833,7.85,68,78,2.49,JP,1702582740
317,port macquarie,-31.4333,152.9167,14.94,87,11,2.22,AU,1709782740
318,biltine,14.5333,20.9167,23.76,14,75,6.02,TD,1673782740
319,sonkovo,57.7782,37.1571,-9.24,86,100,4.7,RU,1680982740
320,niagara falls,43.1001,-79.0663,3.23,68,0,10.29,CA,1652182740
321,tete,-16.1564,33.5867,32.05,37,0,2.06,MZ,1677382740
322,uthal,25.8072,66.6219,20.74,48,0,0.88,PK,1688182740
323,ravar,31.2656,56.8055,9.04,48,99,0.7,IR,1682782740
324,vung tau,10.346,107.0843,26.1,84,100,6.04,VN,1695382740
325,malasin,16.3045,121.1062,21.42,98,100,1.49,PH,1698982740
326,vestmannaeyjar,63.4427,-20.2734,3.66,80,41,8.37,IS,1670182740
327,iracoubo,5.4802,-53.2011,24.9,88,100,1.7,GF,1659382740
328,altay,47.8667,88.1167,-8.08,77,100,1.03,CN,1698982740
329,necochea,-38.5473,-58.7368,21.26,59,0,7.59,AR,1659382740
330,norman wells,65.282,-126.8329,-17.98,78,20,2.57,CA,1644982740
331,maple creek,49.9168,-109.4848,-2.77,63,9,5.14,CA,1648582740
332,anadyr,64.75,177.4833,-9.72,85,40,13.0,RU,1713382740
333,kamiiso,41.8167,140.65,-4.24,88,100,4.11,JP,1702582740
334,jacareacanga,-6.2222,-57.7528,28.92,77,69,0.83,BR,1659382740
335,culiacan,24.7994,-107.3897,31.2,45,75,2.57,MX,1644982740
336,lao cai,22.4833,103.95,17.88,93,99,0.7,VN,1695382740
337,pervomayskoye,43.919,46.7102,0.03,65,13,6.2,RU,1680982740
338,roald,62.5833,6.1333,2.64,80,0,4.63,NO,1673782740
339,sao borja,-28.6606,-56.0044,32.75,31,25,1.5,BR,1659382740
340,ucluelet,48.9329,-125.5528,6.16,89,91,2.45,CA,1641382740
341,puro,12.4841,123.3827,26.11,86,100,4.04,PH,1698982740
342,kununurra,-15.7667,128.7333,23.99,88,100,0.0,AU,1698982740
343,opuwo,-18.0607,13.84,22.56,37,40,4.57,NA,1677382740
344,teya,60.3778,92.6267,-23.69,100,99,1.57,RU,1695382740
345,kozhevnikovo,56.2589,83.9714,-27.08,100,37,1.51,RU,1695382740
346,broken arrow,36.0526,-95.7908,9.21,58,75,5.14,US,1648582740
347,hokitika,-42.7167,170.9667,14.12,78,91,1.0,NZ,1716982740
348,la peca,-5.6111,-78.435,33.81,20,6,2.18,PE,1652182740
349,iquitos,-3.7481,-73.2472,30.02,70,75,2.06,PE,1652182740
350,serebryanyy bor,56.8,124.8,-15.24,94,100,2.88,RU,1702582740
351,sur,22.5667,59.5289,23.29,56,0,2.12,OM,1684582740
352,galbshtadt,53.2264,78.9845,-15.6,96,100,2.16,RU,1695382740
353,price,39.5994,-110.8107,4.59,60,100,2.06,US,1644982740
354,pyay,18.8167,95.2167,23.26,74,18,2.64,MM,1693582740
355,tieli,46.95,128.05,-23.78,98,45,2.31,CN,1698982740
356,north bend,43.4065,-124.2243,10.6,94,100,4.12,US,1641382740
357,tombouctou,20.0,-3.0,27.18,13,100,3.38,ML,1670182740
358,ixtapa,20.7,-105.2,27.57,69,0,4.63,MX,1648582740
359,axim,4.8699,-2.2405,26.25,84,79,3.79,GH,1670182740
360,polis,35.0367,32.4264,14.9,71,0,1.69,CY,1677382740
361,loandjili,-4.7561,11.8578,25.67,87,100,2.52,CG,1673782740
362,ippy,6.2679,21.2247,26.57,28,100,1.38,CF,1673782740
363,farafangana,-22.8167,47.8333,23.18,91,100,2.9,MG,1680982740
364,tarko-sale,64.9225,77.785,-12.19,96,100,5.31,RU,1688182740
365,egvekinot,66.3167,-179.1667,-2.1,99,100,4.18,RU,1713382740
366,atambua,-9.1061,124.8925,22.54,77,82,1.17,ID,1698982740
367,acapulco,16.8634,-99.8901,29.9,58,0,4.63,MX,1648582740
368,albury,-36.0833,146.9167,20.56,100,97,0.89,AU,1709782740
369,ibiuna,-23.6564,-47.2225,23.8,89,100,2.04,BR,1659382740
370,amethi,26.15,81.8167,15.71,46,70,1.92,IN,1689982740
371,santa rosa,14.3122,121.1114,26.99,91,100,4.0,PH,1698982740
372,te anau,-45.4167,167.7167,12.12,90,99,1.73,NZ,1716982740
373,front royal,38.9182,-78.1944,10.19,39,0,2.06,US,1652182740
374,najran,17.4924,44.1277,17.36,39,0,0.13,SA,1680982740
375,pacific grove,36.6177,-121.9166,14.63,82,40,4.02,US,1641382740
376,chapais,49.7834,-74.8492,-12.12,94,100,3.17,CA,1652182740
377,charcas,23.1333,-101.1167,18.77,42,0,4.96,MX,1648582740
378,kazerun,29.6195,51.6541,15.94,62,94,0.99,IR,1682782740
379,alpena,45.0617,-83.4327,1.18,56,0,6.17,US,1652182740
380,castle rock,39.3722,-104.8561,13.73,33,100,8.49,US,1644982740
381,roebourne,-20.7833,117.1333,28.5,45,0,4.98,AU,1698982740
382,naryan-mar,67.6713,53.087,-14.76,88,5,3.79,RU,1680982740
383,nago,26.5881,127.9761,19.24,89,19,2.69,JP,1702582740
384,nouadhibou,20.931,-17.0347,18.99,88,0,4.63,MR,1670182740
385,jeremie,18.65,-74.1167,27.2,61,1,6.07,HT,1652182740
386,tyulyachi,55.8913,50.2399,-17.68,91,77,3.11,RU,1680982740
387,samba,32.5667,75.1167,13.49,34,0,1.64,IN,1689982740
388,husavik,66.0449,-17.3389,0.2,69,68,3.92,IS,1670182740
389,samfya,-11.3649,29.5565,20.47,80,100,3.56,ZM,1677382740
390,irbit,57.6705,63.071,-9.32,95,98,3.24,RU,1688182740
391,sosnovo-ozerskoye,52.5249,111.5418,-19.76,94,29,6.33,RU,1698982740
392,kudahuvadhoo,2.6708,72.8944,26.06,79,99,2.83,MV,1688182740
393,tuatapere,-46.1333,167.6833,10.11,93,100,1.29,NZ,1716982740
394,oranjemund,-28.55,16.4333,16.18,84,5,4.47,NA,1677382740
395,port moresby,-9.4431,147.1797,23.68,88,20,2.06,PG,1706182740
396,moron,-34.6534,-58.6198,36.0,43,8,3.94,AR,1659382740
397,imeni poliny osipenko,52.4201,136.4853,-29.6,91,92,2.68,RU,1706182740
398,corcoran,36.098,-119.5604,16.26,56,32,0.56,US,1641382740
399,astoria,46.1879,-123.8313,6.06,70,100,6.17,US,1641382740
400,port lincoln,-34.7333,135.8667,15.2,69,100,7.92,AU,1707982740
401,saint-joseph,-21.3667,55.6167,22.21,81,52,3.49,RE,1684582740
402,ancud,-41.8697,-73.8203,14.21,78,97,5.91,CL,1659382740
403,quelimane,-17.8786,36.8883,27.97,78,20,6.69,MZ,1677382740
404,valley city,46.9233,-98.0032,-0.71,59,0,9.77,US,1648582740
405,puerto colombia,10.9878,-74.9547,31.05,72,84,6.84,CO,1652182740
406,kewanee,41.2456,-89.9248,5.31,26,0,5.03,US,1648582740
407,asfi,32.2994,-9.2372,18.74,77,100,9.21,MA,1673782740
408,canazas,8.3167,-81.2167,29.06,57,57,3.22,PA,1652182740
409,cowra,-33.8333,148.6833,17.16,58,23,1.99,AU,1709782740
410,omboue,-1.5746,9.2618,25.25,88,100,2.53,GA,1673782740
411,mount gambier,-37.8333,140.7667,12.73,78,100,5.47,AU,1707982740
412,manikpur,25.0667,81.1167,14.76,47,52,0.5,IN,1689982740
413,kichera,55.9375,110.0997,-22.06,95,92,1.09,RU,1698982740
414,panama city,8.9936,-79.5197,30.97,62,40,6.17,PA,1652182740
415,oksfjord,70.2396,22.3479,-2.9,82,7,3.61,NO,1673782740
416,bengkulu,-3.8004,102.2655,23.68,91,100,1.69,ID,1695382740
417,nipawin,53.3668,-104.0009,-1.98,69,100,8.75,CA,1648582740
418,north platte,41.1239,-100.7654,10.62,24,7,3.58,US,1648582740
419,hambantota,6.1241,81.1185,24.71,87,100,2.97,LK,1689982740
420,gwembe,-16.4975,27.6069,23.67,33,3,1.0,ZM,1677382740
421,kalmunai,7.4167,81.8167,24.67,88,100,2.16,LK,1689982740
422,san antonio,29.4241,-98.4936,15.15,97,100,2.57,US,1648582740
423,stromness,58.965,-3.296,4.98,81,100,3.13,GB,1670182740
424,suntar,62.1444,117.6319,-12.9,89,100,7.26,RU,1702582740
425,labelle,26.7617,-81.4384,28.04,46,6,2.74,US,1652182740
426,lokosovo,61.1333,74.8167,-24.23,100,87,0.55,RU,1688182740
427,yumen,40.2833,97.2,-10.56,84,96,2.67,CN,1698982740
428,coquimbo,-29.9533,-71.3436,18.85,72,20,7.2,CL,1659382740
429,paita,-5.0892,-81.1144,22.74,69,5,6.81,PE,1652182740
430,dillon,34.4166,-79.3712,16.14,45,100,2.7,US,1652182740
431,la baule-escoublac,47.2922,-2.364,4.28,91,100,3.09,FR,1673782740
432,kulhudhuffushi,6.6221,73.07,25.71,79,100,2.99,MV,1688182740
433,manthani,18.65,79.6667,18.72,60,13,1.49,IN,1689982740
434,jacksonville,30.3322,-81.6556,24.47,76,100,2.57,US,1652182740
435,yermekeyevo,54.0761,53.6712,-12.26,90,100,4.28,RU,1688182740
436,baturaja,-4.1333,104.1667,22.63,94,99,0.32,ID,1695382740
437,placido de castro,-10.3353,-67.1856,33.47,39,99,1.22,BR,1652182740
438,kahului,20.8947,-156.47,27.2,68,20,5.81,US,1634182740
439,ust-ishim,57.6935,71.1665,-20.93,100,88,1.52,RU,1691782740
440,alexandria,31.2156,29.9553,17.3,56,45,5.15,EG,1677382740
441,shiyan,32.6475,110.7781,2.0,57,97,0.78,CN,1698982740
442,dakar,14.6937,-17.4441,24.49,78,0,2.06,SN,1670182740
443,piacabucu,-10.4056,-36.4344,25.19,80,74,5.13,BR,1659382740
444,abashiri,44.0213,144.2697,-6.7,56,99,9.3,JP,1702582740
445,jumla,29.2747,82.1838,4.28,40,29,2.44,NP,1690882740
446,san clemente,33.427,-117.612,22.38,75,77,0.89,US,1641382740
447,monrovia,6.3005,-10.7969,26.22,79,98,2.63,LR,1670182740
448,boudry,46.9499,6.8376,3.97,93,100,1.54,CH,1673782740
449,kahta,37.7855,38.6237,10.65,60,8,1.55,TR,1680982740
450,dayong,25.0209,118.2898,16.95,84,100,1.03,CN,1698982740
451,iskenderun,36.5872,36.1735,11.46,56,1,1.82,TR,1680982740
452,vanimo,-2.6741,141.3028,25.71,88,100,3.86,PG,1706182740
453,kihei,20.785,-156.4656,27.2,73,20,0.0,US,1634182740
454,bitung,1.4451,125.1824,24.47,80,100,0.67,ID,1698982740
455,santiago del estero,-27.7951,-64.2615,38.72,13,12,2.53,AR,1659382740
456,coihaique,-45.5752,-72.0662,16.34,62,75,2.06,CL,1659382740
457,imbituba,-28.24,-48.6703,23.78,95,100,4.07,BR,1659382740
458,hun,29.1268,15.9477,21.33,21,7,2.61,LY,1677382740
459,bandarbeyla,9.4942,50.8122,25.41,68,6,8.87,SO,1680982740
460,maceio,-9.6658,-35.7353,26.69,73,75,6.17,BR,1659382740
461,emerald,-23.5333,148.1667,20.49,69,0,2.17,AU,1706182740
462,harper,4.375,-7.7169,26.34,80,93,2.9,LR,1670182740
463,ukwa,21.9667,80.4667,14.38,56,35,1.18,IN,1689982740
464,wukari,7.85,9.7833,28.5,26,99,1.57,NG,1673782740
465,huilong,31.8111,121.655,7.74,73,100,6.18,CN,1698982740
466,kushmurun,52.4503,64.6311,-12.96,96,100,2.47,KZ,1691782740
467,pirogovo,56.7796,53.1495,-14.08,88,89,3.13,RU,1684582740
468,vostok,46.4856,135.8833,-25.58,98,100,2.39,RU,1706182740
469,buchanan,5.8808,-10.0467,26.37,81,97,2.98,LR,1670182740
470,narasannapeta,18.4167,84.05,20.99,88,13,2.21,IN,1689982740
471,aginskoye,51.1,114.53,-16.37,81,6,7.99,RU,1702582740
472,teguldet,57.3064,88.1667,-24.59,100,13,0.38,RU,1695382740
473,aldergrove,49.058,-122.4709,2.68,60,20,5.66,CA,1641382740
474,conceicao do araguaia,-8.2578,-49.2647,25.17,84,100,0.36,BR,1659382740
475,olafsvik,64.8945,-23.7142,6.23,70,96,2.94,IS,1670182740
476,henties bay,-22.116,14.2845,15.23,87,3,3.88,NA,1677382740
477,fuerte olimpo,-21.0415,-57.8738,33.72,42,78,4.01,PY,1659382740
478,parambu,-6.2111,-40.6944,31.52,31,100,2.51,BR,1659382740
479,lompoc,34.6391,-120.4579,18.62,70,0,2.57,US,1641382740
480,oranjestad,12.524,-70.027,28.84,65,20,5.66,AW,1655782740
481,stepanov,49.684,17.2204,7.76,76,100,3.6,CZ,1673782740
482,ormara,25.2088,64.6357,23.51,57,0,3.2,PK,1688182740
483,rio claro,-22.4114,-47.5614,20.83,89,100,1.96,BR,1659382740
484,kutum,14.2,24.6667,19.05,24,99,5.31,SD,1677382740
485,kijang,35.2442,129.2139,2.85,23,100,2.03,KR,1702582740
486,praia da vitoria,38.7333,-27.0667,15.14,82,40,5.3,PT,1666582740
487,mount isa,-20.7333,139.5,18.87,55,0,2.06,AU,1706182740
488,erenhot,43.6475,111.9767,-13.88,61,0,4.01,CN,1698982740
489,lac du bonnet,50.2536,-96.0612,-4.55,78,100,6.08,CA,1648582740
490,kavaratti,10.5669,72.642,27.7,75,82,2.8,IN,1689982740
491,berdigestyakh,62.0989,126.6992,-14.55,95,100,4.42,RU,1702582740
492,sokode,8.9833,1.1333,28.72,28,12,1.86,TG,1670182740
493,doha,25.2867,51.5333,23.99,66,0,1.54,QA,1680982740
494,kaihua,23.3687,104.28,12.29,95,100,2.03,CN,1698982740
495,gomel,52.4345,30.9754,-7.01,68,0,7.0,BY,1680982740
496,fernie,49.5,-115.0687,-5.95,83,51,0.97,CA,1644982740
497,paamiut,61.994,-49.6678,-4.14,65,89,7.85,GL,1659382740
498,luocheng,29.3848,104.0286,6.46,81,7,0.64,CN,1698982740
499,goderich,43.7501,-81.7165,1.62,64,6,7.2,CA,1652182740
500,takoradi,4.8845,-1.7554,26.6,82,31,3.21,GH,1670182740
501,coruripe,-10.1256,-36.1756,25.03,80,99,5.26,BR,1659382740
502,aracatuba,-21.2089,-50.4328,22.7,87,100,3.5,BR,1659382740
503,baykit,61.67,96.37,-17.26,94,100,2.97,RU,1695382740
504,lamtah,35.6667,10.8833,13.87,77,0,1.03,TN,1673782740
505,rabo de peixe,37.8,-25.5833,13.73,97,20,3.6,PT,1666582740
506,oyek,52.5861,104.4556,-23.68,100,38,0.67,RU,1698982740
507,wendlingen,50.8022,7.7131,1.96,91,100,1.9,DE,1673782740
508,dutlwe,-23.9833,23.9,29.98,25,56,2.97,BW,1677382740
509,maldonado,-34.6667,-54.9167,25.66,52,0,5.43,UY,1659382740
510,salalah,17.0151,54.0924,24.05,73,20,2.06,OM,1684582740
511,san ramon,37.7799,-121.978,15.31,79,40,5.66,US,1641382740
512,kiomboi,-4.2667,34.3667,22.09,37,100,5.6,TZ,1680982740
513,huntington,38.4193,-82.4452,7.99,45,0,2.06,US,1652182740
514,nanyang,32.9947,112.5328,1.79,42,60,0.71,CN,1698982740
515,carmo do paranaiba,-19.0008,-46.3161,23.19,77,100,2.11,BR,1659382740
516,havoysund,70.9963,24.6622,-1.87,79,6,4.5,NO,1673782740
517,palmer,42.1584,-72.3287,4.79,49,75,5.14,US,1652182740
518,znamenskoye,57.1281,73.8282,-22.45,99,32,1.54,RU,1691782740
519,wahpeton,46.2652,-96.6059,1.4,47,0,8.75,US,1648582740
520,ulaangom,49.9811,92.0667,-25.22,96,100,0.42,MN,1695382740
521,honiara,-9.4333,159.95,25.28,87,100,1.66,SB,1709782740
522,shimoda,34.6667,138.95,10.06,81,98,6.36,JP,1702582740
523,mackenzie,55.2999,-123.1698,-14.88,85,100,2.57,CA,1641382740
524,sistranda,63.7256,8.834,-1.02,68,100,5.7,NO,1673782740
525,almaznyy,48.0448,40.045,-8.31,65,9,7.12,RU,1680982740
526,chenghai,23.4632,116.768,16.95,77,75,4.0,CN,1698982740
527,touros,-5.1989,-35.4608,26.66,73,100,6.94,BR,1659382740
528,yaan,7.3833,8.5667,28.44,30,16,0.73,NG,1673782740
529,winneba,5.3511,-0.6231,26.08,85,33,3.14,GH,1670182740
530,ambilobe,-13.2,49.05,24.05,85,71,1.72,MG,1680982740
531,huaicheng,23.9051,112.1931,9.37,75,100,2.27,CN,1698982740
532,udayagiri,20.1333,84.3833,14.79,64,0,1.04,IN,1689982740
533,snezhnogorsk,69.1933,33.2531,-6.12,95,33,4.71,RU,1680982740
534,kendari,-3.945,122.4989,23.65,94,100,1.79,ID,1698982740
535,luau,-10.7073,22.2247,16.76,96,100,2.14,AO,1673782740
536,dalbandin,28.8947,64.4101,12.36,32,0,1.55,PK,1688182740
537,isla mujeres,21.2311,-86.731,28.03,61,13,5.54,MX,1652182740
538,monte santo,-10.4378,-39.3328,24.8,68,57,3.3,BR,1659382740
539,atikokan,48.7555,-91.6216,-8.17,79,100,5.88,CA,1652182740
540,along,28.1667,94.7667,12.04,73,0,0.83,IN,1689982740
541,chalus,36.655,51.4204,7.7,87,100,1.03,IR,1682782740
542,gat,31.61,34.7642,17.44,64,0,2.28,IL,1677382740
543,ladario,-19.0047,-57.6017,36.05,58,75,6.17,BR,1655782740
544,illapel,-31.6308,-71.1653,29.03,33,0,4.07,CL,1659382740
545,rocha,-34.4833,-54.3333,25.31,53,0,5.11,UY,1659382740
546,san juan del sur,11.2529,-85.8705,30.12,62,20,3.09,NI,1648582740
547,taseyevo,57.2169,94.8978,-23.11,100,34,1.2,RU,1695382740
548,usinsk,65.9939,57.5281,-22.03,100,100,1.33,RU,1680982740
549,severnyy,50.677,36.5532,-9.98,73,0,6.0,RU,1680982740
550,jacmel,18.2342,-72.5347,29.91,51,0,0.44,HT,1652182740
551,canto do buriti,-8.11,-42.9444,29.01,54,88,3.16,BR,1659382740
552,koping,59.514,15.9926,-2.12,98,48,1.39,SE,1673782740
553,carutapera,-1.195,-46.02,27.82,72,16,4.43,BR,1659382740
554,yalta,44.5,34.1667,5.44,87,75,5.4,UA,1680982740
555,dunedin,-45.8742,170.5036,10.45,75,100,4.47,NZ,1716982740
556,la tuque,47.4334,-72.7824,-4.86,54,100,3.09,CA,1652182740
557,sursk,53.0754,45.6846,-11.11,92,10,1.0,RU,1680982740
558,college,64.8569,-147.8028,-3.03,86,75,3.6,US,1637782740
559,ust-kuyga,70.0167,135.6,-23.08,99,100,3.38,RU,1706182740
560,bac lieu,9.285,105.7244,25.69,86,100,7.11,VN,1695382740
561,ambalavao,-21.8333,46.9333,16.71,93,100,0.6,MG,1680982740
562,bambous virieux,-20.3428,57.7575,25.14,73,20,3.09,MU,1684582740
